location,timestamp,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
1,2020-04-08 07,8.666666666666666,3.6666666666666665,6.166666666666667,7.166666666666667,4.833333333333333,2.6826410625158617
1,2020-04-08 08,6.551724137931035,7.182758620689655,5.5344827586206895,5.982758620689655,6.637931034482759,2.2846424685466253
1,2020-04-08 09,5.597916666666666,5.835416666666666,5.23125,5.425,5.683333333333334,2.020101144150241
1,2020-04-08 10,3.7777777777777777,3.3585858585858586,4.5606060606060606,4.095959595959596,3.7777777777777777,1.3716827354844443
1,2020-04-08 11,1.956043956043956,0.978021978021978,4.131868131868132,3.0,1.934065934065934,0.7877213303573171
1,2020-04-08 12,2.119047619047619,1.1904761904761905,3.761904761904762,2.9761904761904763,2.3333333333333335,0.7305390729170443
1,2020-04-08 13,2.4166666666666665,1.6666666666666667,4.083333333333333,3.375,2.4583333333333335,0.6402200885429884
1,2020-04-08 14,3.2142857142857144,2.857142857142857,3.7142857142857144,4.5,3.0714285714285716,1.2664688750045319
1,2020-04-08 15,2.25,1.75,5.25,4.0,3.25,1.1706602656289653
1,2020-04-08 16,4.285714285714286,2.7142857142857144,4.571428571428571,4.714285714285714,3.5714285714285716,0.9093260178616748
1,2020-04-08 17,4.4,2.6,3.8,3.8,4.2,1.809584637509517
1,2020-04-08 18,3.5,3.0,9.5,7.0,7.5,2.6826410625158617
1,2020-04-08 19,0.0,10.0,5.0,0.0,7.0,2.6826410625158617
1,2020-04-08 20,5.625,5.875,4.625,7.375,5.625,2.6826410625158617
1,2020-04-08 21,6.2,5.4,5.6,5.8,8.0,2.3461128500126893
1,2020-04-08 22,5.111111111111111,5.333333333333333,5.444444444444445,5.333333333333333,6.555555555555555,2.6826410625158617
1,2020-04-08 23,4.0,3.0,2.0,1.0,1.0,2.6826410625158617
1,2020-04-09 00,6.333333333333333,7.666666666666667,4.666666666666667,5.333333333333333,9.333333333333334,1.7884273750105744
1,2020-04-09 01,7.666666666666667,2.0,2.0,5.333333333333333,6.333333333333333,2.1217607083439076
1,2020-04-09 02,4.0,5.0,4.8,7.6,5.0,2.3461128500126893
1,2020-04-09 03,8.0,6.5,4.5,3.5,3.5,2.6826410625158617
1,2020-04-09 04,4.333333333333333,3.6666666666666665,4.666666666666667,3.3333333333333335,5.333333333333333,2.1217607083439076
1,2020-04-09 05,1.6666666666666667,4.0,4.666666666666667,5.666666666666667,6.0,2.1217607083439076
1,2020-04-09 06,7.25,6.75,5.5,4.5,3.75,2.2619807968868963
1,2020-04-09 07,3.0,8.5,7.5,4.0,2.5,1.8413205312579308
1,2020-04-09 08,6.2,3.8,4.6,7.0,6.6,2.6826410625158617
1,2020-04-09 09,1.25,5.0,5.75,4.5,3.75,2.6826410625158617
1,2020-04-09 10,6.333333333333333,3.3333333333333335,6.0,3.0,4.666666666666667,2.1217607083439076
1,2020-04-09 11,4.111111111111111,5.222222222222222,5.222222222222222,7.0,5.0,2.0864986041790035
1,2020-04-09 12,9.0,4.5,7.0,6.5,9.0,2.6826410625158617
1,2020-04-09 13,4.5,10.0,3.5,5.5,2.5,1.3413205312579308
1,2020-04-09 14,6.0,6.5,1.75,4.0,6.0,2.6826410625158617
1,2020-04-09 15,2.1666666666666665,2.378787878787879,4.196969696969697,3.5454545454545454,2.4545454545454546,0.3953916117438662
1,2020-04-09 16,2.6666666666666665,2.4358974358974357,3.641025641025641,3.41025641025641,2.1538461538461537,0.3602031586550663
1,2020-04-09 17,2.0,2.235294117647059,4.470588235294118,3.176470588235294,1.9411764705882353,0.2166259448538742
1,2020-04-09 18,3.2857142857142856,3.142857142857143,4.428571428571429,2.5714285714285716,2.2857142857142856,0.5260915803594088
1,2020-04-09 19,8.0,5.5,3.0,2.5,8.5,2.6826410625158617
1,2020-04-09 20,6.666666666666667,4.666666666666667,7.333333333333333,4.666666666666667,6.666666666666667,2.6826410625158617
1,2020-04-09 21,6.8,3.8,3.2,4.6,3.0,1.809584637509517
1,2020-04-09 22,2.5,3.5,6.0,4.5,9.5,2.6826410625158617
1,2020-04-09 23,2.5,1.6666666666666667,1.8333333333333333,6.5,5.333333333333333,2.235534218763218
1,2020-04-10 00,4.0,6.333333333333333,7.333333333333333,4.0,8.0,2.6826410625158617
1,2020-04-10 01,7.0,5.0,0.0,8.0,5.0,2.6826410625158617
1,2020-04-10 02,7.5,0.0,7.0,1.0,6.5,2.6826410625158617
1,2020-04-10 03,3.0,4.333333333333333,2.0,7.666666666666667,8.666666666666666,2.6826410625158617
1,2020-04-10 04,10.0,1.0,3.0,5.0,1.0,1.0
1,2020-04-10 05,1.3333333333333333,2.6666666666666665,6.666666666666667,7.333333333333333,6.0,2.6826410625158617
1,2020-04-10 06,3.5,5.0,0.5,2.5,8.5,2.6826410625158617
1,2020-04-10 07,4.0,3.0,6.333333333333333,4.0,7.333333333333333,2.6826410625158617
1,2020-04-10 08,4.8,5.0,3.2,7.4,5.4,2.3461128500126893
1,2020-04-10 09,2.25,8.0,3.25,7.25,4.75,2.0119807968868963
1,2020-04-10 11,5.25,3.25,4.0,7.5,5.75,2.6826410625158617
1,2020-04-10 12,4.25,3.0,5.75,6.5,9.0,2.2619807968868963
1,2020-04-10 14,10.0,10.0,3.0,3.0,2.0,2.6826410625158617
1,2020-04-10 15,4.0,6.5,6.0,6.0,4.5,2.2619807968868963
1,2020-04-10 16,7.5,7.0,7.0,5.0,1.5,1.8413205312579308
1,2020-04-10 17,2.3333333333333335,5.166666666666667,3.5,6.833333333333333,6.333333333333333,2.6826410625158617
1,2020-04-10 18,5.0,6.0,6.0,5.0,2.0,2.6826410625158617
1,2020-04-10 19,6.714285714285714,7.0,5.857142857142857,4.285714285714286,6.142857142857143,2.299406625013596
1,2020-04-10 20,4.0,4.0,10.0,10.0,10.0,2.6826410625158617
1,2020-04-10 21,6.166666666666667,4.333333333333333,5.166666666666667,6.833333333333333,4.5,2.6826410625158617
1,2020-04-10 22,2.0,9.0,6.0,7.5,5.0,1.8413205312579308
1,2020-04-10 23,4.0,2.0,3.0,1.0,7.0,2.6826410625158617
2,2020-04-06 00,6.2727272727272725,7.090909090909091,3.727272727272727,5.322686575542395,4.636363636363637,1.6450769431904702
2,2020-04-06 01,6.333333333333333,2.7777777777777777,4.888888888888889,5.322686575542395,5.111111111111111,2.121760708343908
2,2020-04-06 02,5.0,6.625,7.25,4.907350753599596,4.25,2.347310929701379
2,2020-04-06 03,5.666666666666667,3.0,5.666666666666667,5.322686575542395,6.583333333333333,2.178647463553563
2,2020-04-06 04,6.571428571428571,4.857142857142857,6.714285714285714,5.322686575542396,6.857142857142857,2.0590293303684724
2,2020-04-06 05,5.0,5.777777777777778,5.222222222222222,5.322686575542395,6.222222222222222,2.4956809444585435
2,2020-04-06 06,2.6,7.6,6.4,5.322686575542395,4.6,2.146112850012689
2,2020-04-06 07,4.875,5.125,5.625,5.322686575542395,6.25,2.6826410625158617
2,2020-04-06 08,5.818181818181818,5.181818181818182,5.0,5.322686575542395,6.181818181818182,1.9510116818297176
2,2020-04-06 09,5.6,6.8,5.4,5.322686575542395,4.9,2.177848743761103
2,2020-04-06 10,4.714285714285714,5.428571428571429,3.4285714285714284,5.322686575542396,7.142857142857143,2.4422637678707386
2,2020-04-06 11,4.833333333333333,4.833333333333333,5.583333333333333,5.322686575542395,6.583333333333333,2.45908764063954
2,2020-04-06 12,4.625,6.0,5.75,5.322686575542395,3.75,2.472310929701379
2,2020-04-06 13,2.7777777777777777,5.333333333333333,5.777777777777778,5.322686575542395,6.888888888888889,2.6826410625158617
2,2020-04-06 14,4.45,2.8,3.15,5.322686575542395,3.6,1.3913205312579309
2,2020-04-06 15,3.0434782608695654,3.130434782608696,2.5652173913043477,5.322686575542395,3.130434782608696,1.1939621087011694
2,2020-04-06 16,0.7849462365591398,0.6451612903225806,1.043010752688172,5.372980268278498,1.5053763440860215,0.463911500673578
2,2020-04-06 17,0.875,1.0208333333333333,1.5625,5.455074634894795,1.5208333333333333,0.5162184882835631
2,2020-04-06 18,2.652173913043478,2.0,2.5652173913043477,5.322686575542395,2.9565217391304346,1.150483847831604
2,2020-04-06 19,2.9523809523809526,3.3333333333333335,3.619047619047619,5.259701500516567,3.7142857142857144,1.6757948928662068
2,2020-04-06 20,4.25,4.0,3.75,5.322686575542395,3.5,1.5913205312579308
2,2020-04-06 21,4.0,3.8,5.1,5.090417917988155,5.4,2.2461128500126892
2,2020-04-06 22,6.583333333333333,3.75,5.5,5.322686575542395,6.666666666666667,2.09531413022023
2,2020-04-06 23,5.333333333333333,5.333333333333333,5.666666666666667,5.322686575542395,5.5,2.6826410625158617
2,2020-04-07 00,7.0,6.0,3.625,5.322686575542395,3.375,2.2619807968868963
2,2020-04-07 01,8.666666666666666,4.0,3.6666666666666665,5.322686575542395,4.666666666666667,2.1217607083439076
2,2020-04-07 02,7.833333333333333,4.666666666666667,6.5,5.322686575542395,5.833333333333333,2.4022008854298846
2,2020-04-07 03,3.8,5.8,6.3,5.322686575542395,7.7,2.4143769562642756
2,2020-04-07 04,4.333333333333333,5.555555555555555,5.111111111111111,5.322686575542395,6.777777777777778,2.3845698333474328
2,2020-04-07 05,6.1,5.9,5.0,5.322686575542395,5.7,2.4143769562642756
2,2020-04-07 06,4.625,6.5,4.875,5.322686575542395,7.375,2.347310929701379
2,2020-04-07 07,3.75,6.125,4.375,5.532350753599596,4.75,2.6826410625158617
2,2020-04-07 08,6.384615384615385,4.615384615384615,4.076923076923077,5.322686575542395,5.230769230769231,2.5532071346300262
2,2020-04-07 09,6.6,6.2,6.3,5.322686575542395,4.4,2.6826410625158617
2,2020-04-07 10,5.0,5.125,3.9375,5.552518664570996,4.9375,2.472310929701379
2,2020-04-07 11,5.384615384615385,4.153846153846154,6.6923076923076925,5.322686575542395,5.538461538461538,2.1404931250122012
2,2020-04-07 12,5.181818181818182,5.363636363636363,3.727272727272727,5.322686575542395,4.181818181818182,2.4387646022871468
2,2020-04-07 13,4.9,3.3,4.9,5.322686575542395,5.5,2.3461128500126893
2,2020-04-07 14,8.11111111111111,7.0,5.888888888888889,4.731276956037685,8.444444444444445,2.308720826401226
2,2020-04-07 15,6.818181818181818,6.545454545454546,7.181818181818182,5.322686575542395,5.7272727272727275,2.6826410625158617
2,2020-04-07 16,7.363636363636363,6.818181818181818,5.090909090909091,5.322686575542395,4.909090909090909,2.4387646022871468
2,2020-04-07 17,6.714285714285714,6.285714285714286,3.857142857142857,5.562302779036338,7.285714285714286,2.4422637678707386
2,2020-04-07 18,5.416666666666667,5.083333333333333,5.916666666666667,5.322686575542395,4.666666666666667,2.318867552096551
2,2020-04-07 19,3.8333333333333335,5.916666666666667,2.9166666666666665,5.629129360913862,4.75,2.4022008854298846
2,2020-04-07 20,3.25,3.125,3.125,5.322686575542395,3.5,2.1369807968868963
2,2020-04-07 21,5.5,4.8,5.0,5.322686575542395,6.1,2.077848743761103
2,2020-04-07 22,6.714285714285714,6.428571428571429,4.142857142857143,5.322686575542396,4.285714285714286,2.0590293303684724
2,2020-04-07 23,3.7142857142857144,7.0,5.285714285714286,5.322686575542396,4.857142857142857,2.6826410625158617
2,2020-04-08 00,5.285714285714286,5.571428571428571,6.428571428571429,5.322686575542396,3.7142857142857144,2.4422637678707386
2,2020-04-08 01,4.285714285714286,5.785714285714286,6.285714285714286,5.156780391575081,5.357142857142857,2.491023843764729
2,2020-04-08 02,5.454545454545454,6.818181818181818,4.2727272727272725,4.838805977765814,6.636363636363637,2.4387646022871468
2,2020-04-08 03,6.111111111111111,7.0,6.222222222222222,5.322686575542395,5.111111111111111,2.6826410625158617
2,2020-04-08 04,6.5,5.125,5.625,5.322686575542395,4.75,2.472310929701379
2,2020-04-08 05,5.125,6.0,4.375,5.322686575542395,5.625,2.0119807968868963
2,2020-04-08 06,4.454545454545454,5.2727272727272725,4.818181818181818,5.322686575542395,6.090909090909091,2.285797232967523
2,2020-04-08 07,3.3846153846153846,6.3076923076923075,6.230769230769231,5.322686575542395,5.153846153846154,2.476284057706949
2,2020-04-08 08,3.011461318051576,4.051575931232092,5.025787965616046,5.31140829630671,1.180515759312321,2.0996518264687993
2,2020-04-08 09,3.030222222222222,4.026666666666666,5.0328888888888885,5.322024817486379,1.0524444444444445,2.029743225333446
2,2020-04-08 10,3.0398505603985058,4.009962640099626,5.011207970112079,5.329072330328811,1.0224159402241595,1.7224704477741504
2,2020-04-08 11,3.0512333965844403,3.998102466793169,4.996204933586338,5.31203490025262,1.0664136622390892,1.5359793709679825
2,2020-04-08 12,3.1810699588477367,4.037037037037037,5.053497942386831,5.309144409689845,1.1851851851851851,1.5743085385811608
2,2020-04-08 13,3.129251700680272,4.074829931972789,5.01360544217687,5.332119004945715,1.251700680272109,1.4632370501707155
2,2020-04-08 14,3.526315789473684,3.8421052631578947,4.894736842105263,5.322686575542395,1.8245614035087718,1.5455411644753538
2,2020-04-08 15,3.4864864864864864,4.27027027027027,5.0,5.332271084972536,1.4594594594594594,1.7065883665579122
2,2020-04-08 16,4.27027027027027,4.378378378378378,5.45945945945946,5.205857208635844,2.72972972972973,1.9326770726398506
2,2020-04-08 17,4.0,5.0,5.642857142857143,5.322686575542396,3.142857142857143,1.863989026792512
2,2020-04-08 18,2.6153846153846154,5.769230769230769,4.384615384615385,5.322686575542395,3.1538461538461537,1.2869664807741112
2,2020-04-08 19,4.6,5.9,7.0,5.190417917988155,4.6,2.209584637509517
2,2020-04-08 20,4.181818181818182,6.363636363636363,6.7272727272727275,5.322686575542395,4.363636363636363,2.3767063238766144
2,2020-04-08 21,6.125,5.3125,5.5625,5.322686575542395,4.625,2.51497599610862
2,2020-04-08 22,5.153846153846154,4.923076923076923,6.538461538461538,5.322686575542395,4.615384615384615,2.5532071346300262
2,2020-04-08 23,5.0,6.75,7.75,5.322686575542395,5.75,2.6826410625158617
2,2020-04-09 00,4.666666666666667,4.0,8.11111111111111,5.322686575542395,5.444444444444445,2.4956809444585435
2,2020-04-09 01,6.2,5.6,5.133333333333334,4.967840803839569,5.133333333333334,2.4582889208470804
2,2020-04-09 02,5.222222222222222,4.111111111111111,6.222222222222222,5.731276956037685,6.777777777777778,2.3845698333474328
2,2020-04-09 03,3.142857142857143,5.714285714285714,4.571428571428571,5.322686575542396,6.285714285714286,2.4422637678707386
2,2020-04-09 04,5.8,4.4,5.2,5.322686575542395,7.6,2.146112850012689
2,2020-04-09 05,6.222222222222222,4.777777777777778,4.555555555555555,5.322686575542395,7.333333333333333,2.6826410625158617
2,2020-04-09 06,4.4,6.0,4.8,5.322686575542395,3.6,2.146112850012689
2,2020-04-09 07,6.6923076923076925,4.538461538461538,5.538461538461538,5.322686575542395,3.6153846153846154,2.476284057706949
2,2020-04-09 08,2.857142857142857,6.714285714285714,7.142857142857143,5.322686575542396,4.142857142857143,2.6826410625158617
2,2020-04-09 09,7.333333333333333,3.3333333333333335,3.0,5.322686575542395,3.6666666666666665,1.7884273750105744
2,2020-04-09 10,4.6923076923076925,6.230769230769231,5.0,5.322686575542395,5.923076923076923,2.476284057706949
2,2020-04-09 11,6.2727272727272725,6.0,7.818181818181818,5.202442341402177,6.363636363636363,2.285797232967523
2,2020-04-09 12,5.75,5.875,5.0,5.322686575542395,7.5,2.6826410625158617
2,2020-04-09 13,5.8,5.0,5.2,5.322686575542395,4.5,2.6826410625158617
2,2020-04-09 14,6.615384615384615,5.153846153846154,6.153846153846154,5.322686575542395,3.4615384615384617,2.682641062515862
2,2020-04-09 15,3.0330578512396693,5.051652892561983,3.96900826446281,5.306289634523274,1.0929752066115703,1.0235810027119407
2,2020-04-09 16,2.8868778280542986,5.027149321266968,4.099547511312217,5.297430952898327,1.1900452488687783,1.1468829343897144
2,2020-04-09 17,3.0721649484536084,4.938144329896907,4.360824742268041,5.322686575542395,1.3402061855670102,1.2142112106970209
2,2020-04-09 18,3.4375,5.166666666666667,3.8958333333333335,5.322686575542395,2.3125,1.2738285325550573
2,2020-04-09 19,4.37037037037037,4.444444444444445,3.888888888888889,5.495920406077862,2.5925925925925926,1.5355973518565516
2,2020-04-09 20,5.166666666666667,5.916666666666667,4.666666666666667,5.129129360913862,3.9166666666666665,2.178647463553563
2,2020-04-09 21,5.2727272727272725,3.0,5.636363636363637,5.656987795947632,4.454545454545454,1.9798624943282754
2,2020-04-09 22,6.8,6.0,5.8,5.322686575542395,3.5,2.177848743761103
2,2020-04-09 23,3.875,3.625,6.875,5.322686575542395,4.0,2.472310929701379
2,2020-04-10 00,4.166666666666667,4.583333333333333,4.75,5.322686575542395,6.5,2.5424209739728734
2,2020-04-10 01,3.4285714285714284,5.142857142857143,2.857142857142857,5.322686575542396,5.285714285714286,2.6826410625158617
2,2020-04-10 02,6.6,6.333333333333333,6.333333333333333,5.034507470506236,6.066666666666666,1.855094041677241
2,2020-04-10 03,3.3333333333333335,5.0,5.0,5.322686575542395,6.166666666666667,2.235534218763218
2,2020-04-10 04,4.333333333333333,5.166666666666667,4.0,5.322686575542395,4.5,2.4022008854298846
2,2020-04-10 05,5.333333333333333,3.7777777777777777,5.111111111111111,5.322686575542395,5.111111111111111,2.3845698333474328
2,2020-04-10 06,3.0,6.0,4.0,5.322686575542395,7.4,2.077848743761103
2,2020-04-10 07,6.0,4.142857142857143,7.0,5.322686575542396,6.0,2.6826410625158617
2,2020-04-10 08,5.666666666666667,5.166666666666667,5.333333333333333,5.322686575542395,7.333333333333333,2.6826410625158617
2,2020-04-10 09,5.615384615384615,4.769230769230769,4.538461538461538,5.322686575542395,4.769230769230769,2.682641062515862
2,2020-04-10 10,4.285714285714286,4.142857142857143,6.0,5.322686575542396,7.714285714285714,2.0590293303684724
2,2020-04-10 11,6.5,5.833333333333333,3.6666666666666665,5.322686575542395,6.0,2.235534218763218
2,2020-04-10 12,3.6666666666666665,7.444444444444445,3.7777777777777777,4.953499178259907,5.111111111111111,2.6826410625158617
2,2020-04-10 13,6.333333333333333,4.25,6.416666666666667,5.322686575542395,7.166666666666667,2.4022008854298846
2,2020-04-10 14,8.833333333333334,6.0,5.333333333333333,5.322686575542395,7.5,1.5079871979245976
2,2020-04-10 15,5.0,8.166666666666666,5.166666666666667,5.322686575542395,5.333333333333333,2.4022008854298846
2,2020-04-10 16,5.0,6.25,4.5,5.322686575542395,4.625,2.6826410625158617
2,2020-04-10 17,6.153846153846154,4.846153846153846,5.6923076923076925,5.322686575542395,5.230769230769231,2.682641062515862
2,2020-04-10 18,4.0,5.923076923076923,6.230769230769231,5.144018377423749,6.846153846153846,2.3468501298211137
2,2020-04-10 19,5.235294117647059,4.823529411764706,3.7058823529411766,5.322686575542395,7.705882352941177,2.385704404424827
2,2020-04-10 20,5.083333333333333,4.75,5.083333333333333,5.322686575542395,7.166666666666667,2.318867552096551
2,2020-04-10 21,7.363636363636363,4.454545454545454,4.363636363636363,5.322686575542395,6.818181818181818,2.285797232967523
2,2020-04-10 22,5.5,3.8,4.8,5.322686575542395,5.7,2.5143769562642757
2,2020-04-10 23,8.166666666666666,4.333333333333333,6.166666666666667,5.322686575542395,4.166666666666667,2.6826410625158617
2,2020-04-11 00,6.0,1.5,5.0,5.322686575542395,4.5,1.3413205312579308
3,2020-04-06 00,5.2727272727272725,4.454545454545454,7.181818181818182,6.2727272727272725,3.5454545454545454,2.5296736931962376
3,2020-04-06 01,4.25,4.333333333333333,5.833333333333333,4.666666666666667,6.416666666666667,2.45908764063954
3,2020-04-06 02,6.333333333333333,3.3333333333333335,4.5,6.0,3.8333333333333335,1.7884273750105744
3,2020-04-06 03,4.5,5.833333333333333,3.0,5.333333333333333,5.166666666666667,2.4022008854298846
3,2020-04-06 04,10.0,9.0,0.0,6.0,10.0,2.6826410625158617
3,2020-04-06 05,3.7777777777777777,7.222222222222222,5.666666666666667,6.0,5.666666666666667,2.4956809444585435
3,2020-04-06 06,5.454545454545454,5.7272727272727275,5.909090909090909,4.545454545454546,6.363636363636363,2.6826410625158617
3,2020-04-06 07,6.3,5.1,6.4,7.2,3.4,2.5143769562642757
3,2020-04-06 08,4.733333333333333,4.866666666666666,6.066666666666666,6.2,4.533333333333333,2.503798325014804
3,2020-04-06 09,5.75,4.75,5.125,6.125,2.625,2.6826410625158617
3,2020-04-06 10,5.8,4.8,5.8,4.2,6.0,2.146112850012689
3,2020-04-06 11,3.888888888888889,5.333333333333333,4.555555555555555,5.333333333333333,6.222222222222222,2.6826410625158617
3,2020-04-06 12,4.777777777777778,6.333333333333333,7.333333333333333,4.555555555555555,6.777777777777778,2.0864986041790035
3,2020-04-06 13,3.5,6.666666666666667,5.166666666666667,5.416666666666667,4.75,2.5424209739728734
3,2020-04-06 14,3.6136363636363638,3.4318181818181817,3.522727272727273,2.9545454545454546,3.409090909090909,1.3669038536964262
3,2020-04-06 15,3.5555555555555554,2.9444444444444446,3.074074074074074,2.2777777777777777,3.2222222222222223,1.032047486112286
3,2020-04-06 16,3.212290502793296,3.078212290502793,3.0614525139664805,2.3016759776536313,3.2681564245810057,1.180478449724215
3,2020-04-06 17,3.5,2.9489795918367347,3.4591836734693877,2.5306122448979593,3.173469387755102,1.334659089928163
3,2020-04-06 18,3.5483870967741935,3.870967741935484,3.6774193548387095,3.161290322580645,3.3548387096774195,1.2202067943599553
3,2020-04-06 19,4.111111111111111,3.6666666666666665,4.388888888888889,4.277777777777778,3.7222222222222223,1.6922849166737164
3,2020-04-06 20,4.214285714285714,4.214285714285714,5.214285714285714,3.2142857142857144,4.071428571428571,2.0590293303684724
3,2020-04-06 21,5.352941176470588,4.588235294117647,3.6470588235294117,5.764705882352941,3.235294117647059,2.444527933836592
3,2020-04-06 22,3.7777777777777777,6.0,4.777777777777778,6.444444444444445,5.444444444444445,2.6826410625158617
3,2020-04-06 23,5.0,4.125,4.375,4.5,5.25,2.347310929701379
3,2020-04-07 00,3.8,4.6,5.6,6.8,6.2,1.809584637509517
3,2020-04-07 01,6.25,5.625,6.125,6.375,4.75,2.1369807968868963
3,2020-04-07 02,7.333333333333333,6.666666666666667,4.666666666666667,5.833333333333333,6.166666666666667,2.4022008854298846
3,2020-04-07 03,8.6,6.6,6.6,4.0,4.6,2.6826410625158617
3,2020-04-07 04,4.818181818181818,3.3636363636363638,6.2727272727272725,6.909090909090909,5.909090909090909,2.5296736931962376
3,2020-04-07 05,4.875,6.125,3.25,6.25,5.0,1.8016506640724135
3,2020-04-07 06,6.2,1.6,5.2,6.4,5.0,2.3461128500126893
3,2020-04-07 07,6.5,5.875,6.625,7.625,5.625,2.2619807968868963
3,2020-04-07 08,6.0,5.166666666666667,6.333333333333333,6.083333333333333,5.416666666666667,2.5424209739728734
3,2020-04-07 09,6.25,6.166666666666667,5.833333333333333,3.8333333333333335,5.666666666666667,2.318867552096551
3,2020-04-07 10,4.5,6.5,6.875,5.25,3.5,2.6826410625158617
